"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that a user can create a book with all required fields and they are correctly returned","450","checkUserCanCreateBookWithAllFields()","","Tue Oct 07 12:00:07 UTC 2025","passed","Tue Oct 07 12:00:08 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithAllFields"
"Verify deleting a non-existent author returns 404 Not Found","484","checkDeleteNonexistentAuthorShouldReturnNotFound()","","Tue Oct 07 11:59:41 UTC 2025","failed","Tue Oct 07 11:59:41 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteNonexistentAuthorShouldReturnNotFound"
"Verify that POST /Authors without body returns 400 Bad Request","1175","checkCreateAuthorWithoutBodyShouldReturn400()","","Tue Oct 07 11:59:40 UTC 2025","passed","Tue Oct 07 11:59:41 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithoutBodyShouldReturn400"
"Verify that invalid author IDs return 400 Bad Request","474","checkDeleteInvalidAuthorIdShouldReturn400(String) DELETE /Authors/$ should return 400 Bad Request","","Tue Oct 07 11:59:45 UTC 2025","passed","Tue Oct 07 11:59:45 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturn400"
"Verify GET /Books returns non-empty list and valid fields","1037","checkGetAllBooksShouldReturnValidBooksList()","","Tue Oct 07 12:00:28 UTC 2025","passed","Tue Oct 07 12:00:29 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetAllBooksShouldReturnValidBooksList"
"Verify that creating duplicate authors is allowed and returns same data (fake API behavior)","1004","checkCreateDuplicateAuthorIsAllowed()","","Tue Oct 07 11:59:39 UTC 2025","passed","Tue Oct 07 11:59:40 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateDuplicateAuthorIsAllowed"
"Verify that creating a book with identical data twice is allowed and both return the same book data","946","checkUserCanCreateBookWithSameDataTwice()","","Tue Oct 07 12:00:12 UTC 2025","passed","Tue Oct 07 12:00:13 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithSameDataTwice"
"Verify that creating an author with empty fields returns 400 Bad Request","460","checkCreateAuthorWithEmptyFieldsShouldReturnBadRequest()","","Tue Oct 07 11:59:37 UTC 2025","failed","Tue Oct 07 11:59:37 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithEmptyFieldsShouldReturnBadRequest"
"Create a book with emoji and unicode characters","468","checkCreateBookWithEmojiAndUnicode()","","Tue Oct 07 12:00:07 UTC 2025","passed","Tue Oct 07 12:00:07 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithEmojiAndUnicode"
"Verify updating a book with null fields returns 400 Bad Request","917","checkUpdateBookWithNullFieldsShouldReturn400()","","Tue Oct 07 12:00:29 UTC 2025","failed","Tue Oct 07 12:00:30 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookWithNullFieldsShouldReturn400"
"Verify that invalid book IDs return 400 Bad Request","464","checkDeleteInvalidBookIdShouldReturn400(String) DELETE /Books/ю should return 400 Bad Request","","Tue Oct 07 12:00:18 UTC 2025","passed","Tue Oct 07 12:00:18 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturn400"
"Verify creating author with only one populated field behaves as expected","477","checkCreateAuthorWithSingleField(String) Create author with single field: idBook","","Tue Oct 07 11:59:38 UTC 2025","passed","Tue Oct 07 11:59:39 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"Verify that invalid author IDs return 400 Bad Request","456","checkDeleteInvalidAuthorIdShouldReturn400(String) DELETE /Authors/null should return 400 Bad Request","","Tue Oct 07 11:59:46 UTC 2025","passed","Tue Oct 07 11:59:46 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturn400"
"Create a book with special characters in all string fields","465","checkCreateBookWithSpecialSymbols()","","Tue Oct 07 12:00:11 UTC 2025","passed","Tue Oct 07 12:00:12 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSpecialSymbols"
"Verify creating author with only one populated field behaves as expected","494","checkCreateAuthorWithSingleField(String) Create author with single field: lastName","","Tue Oct 07 11:59:38 UTC 2025","passed","Tue Oct 07 11:59:38 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"Verify GET /Books/{id} returns 404 Not Found for nonexistent or invalid numeric IDs","466","checkGetBookWithNonexistentIdShouldReturnNotFound(String) GET /Books/-5 should return 404 Not Found","","Tue Oct 07 12:00:27 UTC 2025","passed","Tue Oct 07 12:00:28 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithNonexistentIdShouldReturnNotFound"
"Verify GET /Authors returns non-empty list and all fields are valid","816","checkGetAllAuthorsShouldReturnValidList()","","Tue Oct 07 11:59:50 UTC 2025","passed","Tue Oct 07 11:59:51 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAllAuthorsShouldReturnValidList"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","462","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/null → should return 400 Bad Request","","Tue Oct 07 11:59:52 UTC 2025","passed","Tue Oct 07 11:59:53 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","468","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/! → should return 400 Bad Request","","Tue Oct 07 11:59:51 UTC 2025","passed","Tue Oct 07 11:59:51 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify that user can create an author with minimal valid data","491","checkUserCanCreateAuthorWithMinimalData()","","Tue Oct 07 11:59:36 UTC 2025","passed","Tue Oct 07 11:59:37 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkUserCanCreateAuthorWithMinimalData"
"Verify that invalid book IDs return 400 Bad Request","470","checkDeleteInvalidBookIdShouldReturn400(String) DELETE /Books/null should return 400 Bad Request","","Tue Oct 07 12:00:19 UTC 2025","passed","Tue Oct 07 12:00:19 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturn400"
"GET /Books/{id} should return the correct book for an existing ID","944","checkGetBookByIdShouldReturnValidBook()","","Tue Oct 07 12:00:23 UTC 2025","failed","Tue Oct 07 12:00:24 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookByIdShouldReturnValidBook"
"Verify GET /Authors/{id} returns correct author by valid ID","485","checkGetAuthorByIdShouldReturnCorrectAuthor()","","Tue Oct 07 11:59:53 UTC 2025","passed","Tue Oct 07 11:59:53 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorByIdShouldReturnCorrectAuthor"
"Verify creating a Book with only one populated field behaves as expected","488","checkCreateBookWithSingleField(String) Create Book with only field: pageCount","","Tue Oct 07 12:00:09 UTC 2025","passed","Tue Oct 07 12:00:09 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","455","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/$ → should return 400 Bad Request","","Tue Oct 07 11:59:51 UTC 2025","passed","Tue Oct 07 11:59:52 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify GET /Authors/authors/books/{idBook} returns 404 for invalid or missing books","482","checkGetAuthorsByNonexistentBookIdShouldReturn404(String) GET /Authors/authors/books/-1 → should return 404 for nonexistent book ID","","Tue Oct 07 11:59:48 UTC 2025","failed","Tue Oct 07 11:59:49 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByNonexistentBookIdShouldReturn404"
"Verify DELETE /Books without specifying ID returns 405 Method Not Allowed","452","checkDeleteWithoutIdShouldReturn405()","","Tue Oct 07 12:00:20 UTC 2025","broken","Tue Oct 07 12:00:20 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteWithoutIdShouldReturn405"
"Verify that deleting an existing book returns 204 No Content and subsequent GET returns 404 Not Found","1832","checkDeleteExistingBookShouldReturnOkAndBookShouldBeGone()","","Tue Oct 07 12:00:15 UTC 2025","passed","Tue Oct 07 12:00:17 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteExistingBookShouldReturnOkAndBookShouldBeGone"
"Verify double deletion returns 404 for the second call","1382","checkDeleteAuthorTwiceShouldReturnNotFoundSecondTime()","","Tue Oct 07 11:59:43 UTC 2025","failed","Tue Oct 07 11:59:44 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteAuthorTwiceShouldReturnNotFoundSecondTime"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","494","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/ю should return 400 Bad Request","","Tue Oct 07 12:00:25 UTC 2025","passed","Tue Oct 07 12:00:25 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","452","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/ю → should return 400 Bad Request","","Tue Oct 07 11:59:52 UTC 2025","passed","Tue Oct 07 11:59:52 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify GET /Authors/{id} returns 404 Not Found for nonexistent IDs","456","checkGetAuthorWithNonexistentIdShouldReturn404(String) GET /Authors/999999 → should return 404 Not Found","","Tue Oct 07 11:59:54 UTC 2025","passed","Tue Oct 07 11:59:55 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithNonexistentIdShouldReturn404"
"Verify that books are returned in sequential order by ID","6","checkBooksReturnedInSequentialOrder()","","Tue Oct 07 12:00:28 UTC 2025","passed","Tue Oct 07 12:00:28 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkBooksReturnedInSequentialOrder"
"PUT /Authors/{id} should return 400 when lastName is blank","1133","checkShouldReturnBadRequestWhenLastNameBlank(String) [2]  ","","Tue Oct 07 12:00:03 UTC 2025","failed","Tue Oct 07 12:00:04 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenLastNameBlank"
"Verify updating an existing book successfully changes its fields and returns 200 OK","926","checkUpdateExistingBookShouldReturn200()","","Tue Oct 07 12:00:34 UTC 2025","passed","Tue Oct 07 12:00:35 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateExistingBookShouldReturn200"
"Verify DELETE /Authors without specifying ID returns 405 Method Not Allowed","460","checkDeleteWithoutIdShouldReturn405()","","Tue Oct 07 11:59:46 UTC 2025","broken","Tue Oct 07 11:59:47 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteWithoutIdShouldReturn405"
"PUT /Authors/{id} should return 400 when firstName is blank","1137","checkShouldReturnBadRequestWhenFirstNameBlank(String) [2]  ","","Tue Oct 07 11:59:59 UTC 2025","failed","Tue Oct 07 12:00:00 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenFirstNameBlank"
"Create a book with a title that includes mixed characters","463","checkCreateBookWithMixedCharacters()","","Tue Oct 07 12:00:14 UTC 2025","passed","Tue Oct 07 12:00:14 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithMixedCharacters"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","501","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/abc should return 400 Bad Request","","Tue Oct 07 12:00:24 UTC 2025","passed","Tue Oct 07 12:00:25 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"Verify that creating a book with a past publish date is allowed and the date is stored correctly","720","checkCreateBookWithPastPublishDate()","","Tue Oct 07 12:00:06 UTC 2025","passed","Tue Oct 07 12:00:07 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithPastPublishDate"
"Verify that all book IDs are unique across the list","3","checkReturnedBookIdsAreUnique()","","Tue Oct 07 12:00:24 UTC 2025","passed","Tue Oct 07 12:00:24 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkReturnedBookIdsAreUnique"
"Verify that creating author with special characters in names is accepted","519","checkCreateAuthorWithSpecialCharacters()","","Tue Oct 07 11:59:35 UTC 2025","passed","Tue Oct 07 11:59:36 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSpecialCharacters"
"Verify that sending POST /Books without a request body returns 400 Bad Request","526","checkCreateBookWithoutBodyShouldReturnBadRequest()","","Tue Oct 07 12:00:14 UTC 2025","passed","Tue Oct 07 12:00:15 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithoutBodyShouldReturnBadRequest"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","500","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/! should return 400 Bad Request","","Tue Oct 07 12:00:25 UTC 2025","passed","Tue Oct 07 12:00:26 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"PUT /Authors/{id} should return 400 when lastName is blank","1164","checkShouldReturnBadRequestWhenLastNameBlank(String) [1] ","","Tue Oct 07 12:00:02 UTC 2025","failed","Tue Oct 07 12:00:03 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenLastNameBlank"
"Verify updating each single field one by one (title, description, pageCount, excerpt, publishDate)","2724","checkUpdateBookSingleFieldsIndividually()","","Tue Oct 07 12:00:30 UTC 2025","passed","Tue Oct 07 12:00:33 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookSingleFieldsIndividually"
"Verify that creating a book with empty all fields returns 400 Bad Request","514","checkUserCanCreateBookWithEmptyFields()","","Tue Oct 07 12:00:11 UTC 2025","passed","Tue Oct 07 12:00:11 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithEmptyFields"
"Create a book with numeric-only title and description","477","checkCreateBookWithNumericStrings()","","Tue Oct 07 12:00:13 UTC 2025","passed","Tue Oct 07 12:00:14 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithNumericStrings"
"Verify creating author with only one populated field behaves as expected","498","checkCreateAuthorWithSingleField(String) Create author with single field: firstName","","Tue Oct 07 11:59:37 UTC 2025","passed","Tue Oct 07 11:59:38 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"Verify GET /Books/{id} returns 404 Not Found for nonexistent or invalid numeric IDs","496","checkGetBookWithNonexistentIdShouldReturnNotFound(String) GET /Books/0 should return 404 Not Found","","Tue Oct 07 12:00:26 UTC 2025","passed","Tue Oct 07 12:00:27 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithNonexistentIdShouldReturnNotFound"
"Verify updating a book without a request body returns 400 Bad Request","469","checkUpdateBookWithoutBodyShouldReturn400()","","Tue Oct 07 12:00:35 UTC 2025","passed","Tue Oct 07 12:00:36 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookWithoutBodyShouldReturn400"
"Verify GET /Authors/{id} returns 404 Not Found for nonexistent IDs","488","checkGetAuthorWithNonexistentIdShouldReturn404(String) GET /Authors/-5 → should return 404 Not Found","","Tue Oct 07 11:59:54 UTC 2025","passed","Tue Oct 07 11:59:54 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithNonexistentIdShouldReturn404"
"Verify author IDs are in sequential order","8","checkAuthorsAreSortedByIdAscending()","","Tue Oct 07 11:59:53 UTC 2025","passed","Tue Oct 07 11:59:53 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkAuthorsAreSortedByIdAscending"
"Verify deleting a non-existent book returns 404 Not Found","486","checkDeleteNonexistentBookShouldReturnNotFound()","","Tue Oct 07 12:00:19 UTC 2025","failed","Tue Oct 07 12:00:20 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteNonexistentBookShouldReturnNotFound"
"Verify that invalid author IDs return 400 Bad Request","484","checkDeleteInvalidAuthorIdShouldReturn400(String) DELETE /Authors/ю should return 400 Bad Request","","Tue Oct 07 11:59:45 UTC 2025","passed","Tue Oct 07 11:59:46 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturn400"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","479","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/abc → should return 400 Bad Request","","Tue Oct 07 11:59:51 UTC 2025","passed","Tue Oct 07 11:59:51 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify double deletion returns 404 for the second call","1416","checkDeleteBookTwiceShouldReturnNotFoundSecondTime()","","Tue Oct 07 12:00:20 UTC 2025","failed","Tue Oct 07 12:00:22 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteBookTwiceShouldReturnNotFoundSecondTime"
"Verify each author has a valid first and last name pattern","17","checkAuthorNamesHaveValidPattern()","","Tue Oct 07 11:59:49 UTC 2025","passed","Tue Oct 07 11:59:49 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkAuthorNamesHaveValidPattern"
"Verify that invalid book IDs return 400 Bad Request","460","checkDeleteInvalidBookIdShouldReturn400(String) DELETE /Books/! should return 400 Bad Request","","Tue Oct 07 12:00:18 UTC 2025","passed","Tue Oct 07 12:00:18 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturn400"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","477","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/$ should return 400 Bad Request","","Tue Oct 07 12:00:26 UTC 2025","passed","Tue Oct 07 12:00:26 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
