"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create a book with special characters in all string fields","408","checkCreateBookWithSpecialSymbols(SoftAssertions)","","Tue Oct 07 20:17:34 UTC 2025","passed","Tue Oct 07 20:17:34 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSpecialSymbols"
"Verify that invalid author IDs return 400 Bad Request","425","checkDeleteInvalidAuthorIdShouldReturnBadRequest(String) DELETE /Authors/null should return 400 Bad Request","","Tue Oct 07 20:17:03 UTC 2025","passed","Tue Oct 07 20:17:04 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturnBadRequest"
"Verify creating a Book with only one populated field behaves as expected","382","checkCreateBookWithSingleField(String) Create Book with only field: description","","Tue Oct 07 20:17:31 UTC 2025","passed","Tue Oct 07 20:17:32 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"GET /Books/{id} should return the correct book for an existing ID","1089","checkGetBookByIdShouldReturnValidBook(SoftAssertions)","","Tue Oct 07 20:17:44 UTC 2025","failed","Tue Oct 07 20:17:45 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookByIdShouldReturnValidBook"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","482","checkGetAuthorWithInvalidIdShouldReturnBadRequest(String) GET /Authors/ю → should return 400 Bad Request","","Tue Oct 07 20:17:12 UTC 2025","passed","Tue Oct 07 20:17:12 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturnBadRequest"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","518","checkGetAuthorWithInvalidIdShouldReturnBadRequest(String) GET /Authors/! → should return 400 Bad Request","","Tue Oct 07 20:17:11 UTC 2025","passed","Tue Oct 07 20:17:11 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturnBadRequest"
"Verify that user can create an author with minimal valid data","437","checkUserCanCreateAuthorWithMinimalData(SoftAssertions)","","Tue Oct 07 20:16:54 UTC 2025","passed","Tue Oct 07 20:16:54 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkUserCanCreateAuthorWithMinimalData"
"Verify that creating a book with invalid or empty publishDate returns 400 Bad Request and correct validation error","425","checkCreateBookWithEmptyPublishDateShouldReturnBadRequest()","","Tue Oct 07 20:17:37 UTC 2025","passed","Tue Oct 07 20:17:37 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithEmptyPublishDateShouldReturnBadRequest"
"Verify that deleting an existing book returns 204 No Content and subsequent GET returns 404 Not Found","1621","checkDeleteExistingBookShouldReturnOkAndBookShouldBeGone()","","Tue Oct 07 20:17:39 UTC 2025","passed","Tue Oct 07 20:17:41 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteExistingBookShouldReturnOkAndBookShouldBeGone"
"Create a book with emoji and unicode characters","389","checkCreateBookWithEmojiAndUnicode(SoftAssertions)","","Tue Oct 07 20:17:30 UTC 2025","passed","Tue Oct 07 20:17:30 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithEmojiAndUnicode"
"Verify DELETE /Books without specifying ID returns 405 Method Not Allowed","402","checkDeleteWithoutIdShouldReturn405()","","Tue Oct 07 20:17:41 UTC 2025","passed","Tue Oct 07 20:17:42 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteWithoutIdShouldReturn405"
"Verify that creating a book with identical data twice is allowed and both return the same book data","817","checkUserCanCreateBookWithSameDataTwice(SoftAssertions)","","Tue Oct 07 20:17:34 UTC 2025","passed","Tue Oct 07 20:17:35 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithSameDataTwice"
"PUT /Authors/{id} should return 404 when author does not exist","1170","checkShouldReturn404WhenUpdatingNonExistingAuthor()","","Tue Oct 07 20:17:19 UTC 2025","failed","Tue Oct 07 20:17:20 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturn404WhenUpdatingNonExistingAuthor"
"Verify GET /Books returns non-empty list and valid fields","1269","checkGetAllBooksShouldReturnValidBooksList()","","Tue Oct 07 20:17:50 UTC 2025","passed","Tue Oct 07 20:17:51 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetAllBooksShouldReturnValidBooksList"
"Verify GET /Books/{id} returns 404 Not Found for nonexistent or invalid numeric IDs","1046","checkGetBookWithNonexistentIdShouldReturnNotFound(String) GET /Books/999999999 should return 404 Not Found","","Tue Oct 07 20:17:48 UTC 2025","passed","Tue Oct 07 20:17:49 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithNonexistentIdShouldReturnNotFound"
"Verify that creating author with special characters in names is accepted","443","checkCreateAuthorWithSpecialCharacters(SoftAssertions)","","Tue Oct 07 20:16:53 UTC 2025","passed","Tue Oct 07 20:16:54 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSpecialCharacters"
"Verify that invalid author IDs return 400 Bad Request","436","checkDeleteInvalidAuthorIdShouldReturnBadRequest(String) DELETE /Authors/abc should return 400 Bad Request","","Tue Oct 07 20:17:01 UTC 2025","passed","Tue Oct 07 20:17:02 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturnBadRequest"
"Verify deleting a non-existent book returns 404 Not Found","408","checkDeleteNonexistentBookShouldReturnNotFound()","","Tue Oct 07 20:17:41 UTC 2025","failed","Tue Oct 07 20:17:41 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteNonexistentBookShouldReturnNotFound"
"Verify creating a Book with only one populated field behaves as expected","417","checkCreateBookWithSingleField(String) Create Book with only field: excerpt","","Tue Oct 07 20:17:32 UTC 2025","passed","Tue Oct 07 20:17:33 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify that invalid book IDs return 400 Bad Request","415","checkDeleteInvalidBookIdShouldReturnBadRequest(String) DELETE /Books/! should return 400 Bad Request","","Tue Oct 07 20:17:38 UTC 2025","passed","Tue Oct 07 20:17:38 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturnBadRequest"
"Verify GET /Authors/authors/books/{idBook} returns authors related to that book","898","checkGetAuthorsByBookIdShouldReturnRelatedAuthors(SoftAssertions)","","Tue Oct 07 20:17:13 UTC 2025","passed","Tue Oct 07 20:17:14 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByBookIdShouldReturnRelatedAuthors"
"Verify that invalid book IDs return 400 Bad Request","439","checkDeleteInvalidBookIdShouldReturnBadRequest(String) DELETE /Books/ю should return 400 Bad Request","","Tue Oct 07 20:17:38 UTC 2025","passed","Tue Oct 07 20:17:38 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturnBadRequest"
"Verify creating author with only one populated field behaves as expected","418","checkCreateAuthorWithSingleField(String) Create author with single field: idBook","","Tue Oct 07 20:16:56 UTC 2025","passed","Tue Oct 07 20:16:56 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"Create a book with numeric-only title and description","418","checkCreateBookWithNumericStrings(SoftAssertions)","","Tue Oct 07 20:17:35 UTC 2025","passed","Tue Oct 07 20:17:36 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithNumericStrings"
"Verify GET /Authors/{id} returns 404 Not Found for nonexistent IDs","943","checkGetAuthorWithNonexistentIdShouldReturnBadRequest(String) GET /Authors/999999 → should return 404 Not Found","","Tue Oct 07 20:17:09 UTC 2025","passed","Tue Oct 07 20:17:10 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithNonexistentIdShouldReturnBadRequest"
"Verify updating a book with null fields returns 400 Bad Request","799","checkUpdateBookWithNullFieldsShouldReturnBadRequest()","","Tue Oct 07 20:17:55 UTC 2025","failed","Tue Oct 07 20:17:56 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookWithNullFieldsShouldReturnBadRequest"
"Verify that creating a book with a past publish date is allowed and the date is stored correctly","539","checkCreateBookWithPastPublishDate(SoftAssertions)","","Tue Oct 07 20:17:29 UTC 2025","passed","Tue Oct 07 20:17:30 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithPastPublishDate"
"Verify that creating a book with empty fields except 'publishDate' returns 400 Bad Request","391","checkUserCanCreateBookWithEmptyFieldsExceptDate(SoftAssertions)","","Tue Oct 07 20:17:35 UTC 2025","passed","Tue Oct 07 20:17:35 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithEmptyFieldsExceptDate"
"Verify all Author IDs are unique","4","checkAuthorIdsAreUnique()","","Tue Oct 07 20:17:10 UTC 2025","passed","Tue Oct 07 20:17:10 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkAuthorIdsAreUnique"
"Verify that creating an author with null fields returns 400 Bad Request","446","checkCreateAuthorWithNullFieldsShouldReturnBadRequest()","","Tue Oct 07 20:16:54 UTC 2025","failed","Tue Oct 07 20:16:54 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithNullFieldsShouldReturnBadRequest"
"Verify DELETE /Authors without specifying ID returns 405 Method Not Allowed","395","checkDeleteWithoutIdShouldReturn405()","","Tue Oct 07 20:17:04 UTC 2025","passed","Tue Oct 07 20:17:04 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteWithoutIdShouldReturn405"
"Verify GET /Authors returns non-empty list and all fields are valid","1315","checkGetAllAuthorsShouldReturnValidList()","","Tue Oct 07 20:17:14 UTC 2025","passed","Tue Oct 07 20:17:15 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAllAuthorsShouldReturnValidList"
"Verify creating author with only one populated field behaves as expected","451","checkCreateAuthorWithSingleField(String) Create author with single field: firstName","","Tue Oct 07 20:16:55 UTC 2025","passed","Tue Oct 07 20:16:55 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"Verify that all book IDs are unique across the list","2","checkReturnedBookIdsAreUnique()","","Tue Oct 07 20:17:45 UTC 2025","passed","Tue Oct 07 20:17:45 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkReturnedBookIdsAreUnique"
"Verify updating a book with empty strings returns 400 Bad Request","792","checkUpdateBookWithEmptyFieldsShouldReturn400()","","Tue Oct 07 20:17:56 UTC 2025","passed","Tue Oct 07 20:17:57 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookWithEmptyFieldsShouldReturn400"
"Verify GET /Books/{id} returns the correct book when using a valid random ID","758","checkGetBookByRandomIdShouldReturnValidBookById(SoftAssertions)","","Tue Oct 07 20:17:51 UTC 2025","passed","Tue Oct 07 20:17:52 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookByRandomIdShouldReturnValidBookById"
"Verify that creating duplicate authors is allowed and returns same data (fake API behavior)","945","checkCreateDuplicateAuthorIsAllowed(SoftAssertions)","","Tue Oct 07 20:16:57 UTC 2025","passed","Tue Oct 07 20:16:58 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateDuplicateAuthorIsAllowed"
"Verify double deletion returns 404 for the second call","1433","checkDeleteAuthorTwiceShouldReturnNotFoundSecondTime()","","Tue Oct 07 20:17:00 UTC 2025","failed","Tue Oct 07 20:17:01 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteAuthorTwiceShouldReturnNotFoundSecondTime"
"Verify that invalid author IDs return 400 Bad Request","418","checkDeleteInvalidAuthorIdShouldReturnBadRequest(String) DELETE /Authors/ю should return 400 Bad Request","","Tue Oct 07 20:17:03 UTC 2025","passed","Tue Oct 07 20:17:03 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturnBadRequest"
"Verify GET /Authors/authors/books/{idBook} returns 404 for invalid or missing books","419","checkGetAuthorsByNonexistentBookIdShouldReturnBadRequest(String) GET /Authors/authors/books/0 → should return 404 for nonexistent book ID","","Tue Oct 07 20:17:05 UTC 2025","failed","Tue Oct 07 20:17:06 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByNonexistentBookIdShouldReturnBadRequest"
"Create a book with a title that includes mixed characters","415","checkCreateBookWithMixedCharacters(SoftAssertions)","","Tue Oct 07 20:17:36 UTC 2025","passed","Tue Oct 07 20:17:36 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithMixedCharacters"
"Verify that each next book has an earlier publish date than the previous one (newest to oldest order)","19","checkBooksPublishDateIsChronologicallyDecreasing()","","Tue Oct 07 20:17:47 UTC 2025","passed","Tue Oct 07 20:17:47 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkBooksPublishDateIsChronologicallyDecreasing"
"Verify that creating an author with empty fields returns 400 Bad Request","418","checkCreateAuthorWithEmptyFieldsShouldReturnBadRequest()","","Tue Oct 07 20:16:54 UTC 2025","failed","Tue Oct 07 20:16:55 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithEmptyFieldsShouldReturnBadRequest"
"Verify creating a Book with only one populated field behaves as expected","395","checkCreateBookWithSingleField(String) Create Book with only field: publishDate","","Tue Oct 07 20:17:33 UTC 2025","passed","Tue Oct 07 20:17:33 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","413","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/null should return 400 Bad Request","","Tue Oct 07 20:17:45 UTC 2025","passed","Tue Oct 07 20:17:45 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"Verify updating a non-existent book returns 404 Not Found","401","checkUpdateNonExistentBookShouldReturnNotFound()","","Tue Oct 07 20:17:57 UTC 2025","failed","Tue Oct 07 20:17:57 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateNonExistentBookShouldReturnNotFound"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","419","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/! should return 400 Bad Request","","Tue Oct 07 20:17:46 UTC 2025","passed","Tue Oct 07 20:17:47 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"PUT /Authors/{id} should return 400 when lastName is blank","1132","checkShouldReturnBadRequestWhenLastNameBlank(String) [1] ","","Tue Oct 07 20:17:24 UTC 2025","failed","Tue Oct 07 20:17:26 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenLastNameBlank"
"Verify GET /Books/{id} returns 404 Not Found for nonexistent or invalid numeric IDs","898","checkGetBookWithNonexistentIdShouldReturnNotFound(String) GET /Books/-5 should return 404 Not Found","","Tue Oct 07 20:17:49 UTC 2025","passed","Tue Oct 07 20:17:50 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithNonexistentIdShouldReturnNotFound"
