"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that creating an author with null fields returns 400 Bad Request","578","checkCreateAuthorWithNullFieldsShouldReturnBadRequest()","","Tue Oct 07 17:45:14 UTC 2025","failed","Tue Oct 07 17:45:15 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithNullFieldsShouldReturnBadRequest"
"Verify creating author with only one populated field behaves as expected","482","checkCreateAuthorWithSingleField(String) Create author with single field: idBook","","Tue Oct 07 17:45:17 UTC 2025","passed","Tue Oct 07 17:45:18 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"PUT /Authors/{id} should return 404 when author does not exist","487","shouldReturn404WhenUpdatingNonExistingAuthor()","","Tue Oct 07 17:45:44 UTC 2025","failed","Tue Oct 07 17:45:44 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","shouldReturn404WhenUpdatingNonExistingAuthor"
"Verify GET /Books/{id} returns 404 Not Found for nonexistent or invalid numeric IDs","757","checkGetBookWithNonexistentIdShouldReturnNotFound(String) GET /Books/0 should return 404 Not Found","","Tue Oct 07 17:46:10 UTC 2025","passed","Tue Oct 07 17:46:11 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithNonexistentIdShouldReturnNotFound"
"Create a book with numeric-only title and description","464","checkCreateBookWithNumericStrings(SoftAssertions)","","Tue Oct 07 17:45:56 UTC 2025","passed","Tue Oct 07 17:45:57 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithNumericStrings"
"Create a book with a title that includes mixed characters","477","checkCreateBookWithMixedCharacters(SoftAssertions)","","Tue Oct 07 17:45:57 UTC 2025","passed","Tue Oct 07 17:45:57 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithMixedCharacters"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","508","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/ю should return 400 Bad Request","","Tue Oct 07 17:46:09 UTC 2025","passed","Tue Oct 07 17:46:09 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"PUT /Authors/{id} should return 400 when lastName is blank","1193","checkShouldReturnBadRequestWhenLastNameBlank(String) [3] 
","","Tue Oct 07 17:45:47 UTC 2025","failed","Tue Oct 07 17:45:48 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenLastNameBlank"
"Verify creating a Book with only one populated field behaves as expected","463","checkCreateBookWithSingleField(String) Create Book with only field: excerpt","","Tue Oct 07 17:45:52 UTC 2025","passed","Tue Oct 07 17:45:53 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify updating a book without a request body returns 400 Bad Request","5","checkUpdateBookWithoutBodyShouldReturnBadRequest()","","Tue Oct 07 17:46:18 UTC 2025","broken","Tue Oct 07 17:46:18 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookWithoutBodyShouldReturnBadRequest"
"PUT /Authors/{id} should return 400 when body ID mismatches path ID","1301","checkShouldReturnBadRequestOnIdMismatch()","","Tue Oct 07 17:45:36 UTC 2025","failed","Tue Oct 07 17:45:37 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestOnIdMismatch"
"GET /Books/{id} should return the correct book for an existing ID","1314","checkGetBookByIdShouldReturnValidBook(SoftAssertions)","","Tue Oct 07 17:46:06 UTC 2025","failed","Tue Oct 07 17:46:08 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookByIdShouldReturnValidBook"
"Verify creating a Book with only one populated field behaves as expected","485","checkCreateBookWithSingleField(String) Create Book with only field: title","","Tue Oct 07 17:45:51 UTC 2025","passed","Tue Oct 07 17:45:51 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify that creating an author with empty fields returns 400 Bad Request","550","checkCreateAuthorWithEmptyFieldsShouldReturnBadRequest()","","Tue Oct 07 17:45:16 UTC 2025","failed","Tue Oct 07 17:45:16 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithEmptyFieldsShouldReturnBadRequest"
"Verify creating author with only one populated field behaves as expected","497","checkCreateAuthorWithSingleField(String) Create author with single field: lastName","","Tue Oct 07 17:45:17 UTC 2025","passed","Tue Oct 07 17:45:17 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"Verify GET /Authors/{id} returns 404 Not Found for nonexistent IDs","558","checkGetAuthorWithNonexistentIdShouldReturnBadRequest(String) GET /Authors/-5 → should return 404 Not Found","","Tue Oct 07 17:45:30 UTC 2025","passed","Tue Oct 07 17:45:31 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithNonexistentIdShouldReturnBadRequest"
"Verify that user can create an author with all required valid fields","4043","checkUserCanCreateAuthorWithAllFields(SoftAssertions)","","Tue Oct 07 17:45:10 UTC 2025","passed","Tue Oct 07 17:45:14 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkUserCanCreateAuthorWithAllFields"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","512","checkGetAuthorWithInvalidIdShouldReturnBadRequest(String) GET /Authors/null → should return 400 Bad Request","","Tue Oct 07 17:45:33 UTC 2025","passed","Tue Oct 07 17:45:34 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturnBadRequest"
"Verify GET /Authors returns non-empty list and all fields are valid","1339","checkGetAllAuthorsShouldReturnValidList()","","Tue Oct 07 17:45:34 UTC 2025","passed","Tue Oct 07 17:45:36 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAllAuthorsShouldReturnValidList"
"PUT /Authors/{id} should return 400 when firstName is blank","1273","checkShouldReturnBadRequestWhenFirstNameBlank(String) [2]  ","","Tue Oct 07 17:45:41 UTC 2025","failed","Tue Oct 07 17:45:43 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenFirstNameBlank"
"Verify that invalid author IDs return 400 Bad Request","481","checkDeleteInvalidAuthorIdShouldReturnBadRequest(String) DELETE /Authors/! should return 400 Bad Request","","Tue Oct 07 17:45:24 UTC 2025","passed","Tue Oct 07 17:45:24 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturnBadRequest"
"Verify GET /Authors/authors/books/{idBook} returns 404 for invalid or missing books","497","checkGetAuthorsByNonexistentBookIdShouldReturnBadRequest(String) GET /Authors/authors/books/-1 → should return 404 for nonexistent book ID","","Tue Oct 07 17:45:28 UTC 2025","failed","Tue Oct 07 17:45:29 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByNonexistentBookIdShouldReturnBadRequest"
"Verify GET /Authors/{id} returns correct author by valid ID","494","checkGetAuthorByIdShouldReturnCorrectAuthor(SoftAssertions)","","Tue Oct 07 17:45:36 UTC 2025","passed","Tue Oct 07 17:45:36 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorByIdShouldReturnCorrectAuthor"
"Verify that creating a book with empty all fields returns 400 Bad Request","503","checkUserCanCreateBookWithEmptyFields()","","Tue Oct 07 17:45:54 UTC 2025","passed","Tue Oct 07 17:45:54 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithEmptyFields"
"Create a book with emoji and unicode characters","481","checkCreateBookWithEmojiAndUnicode(SoftAssertions)","","Tue Oct 07 17:45:50 UTC 2025","passed","Tue Oct 07 17:45:50 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithEmojiAndUnicode"
"Verify that creating a book with a past publish date is allowed and the date is stored correctly","678","checkCreateBookWithPastPublishDate(SoftAssertions)","","Tue Oct 07 17:45:49 UTC 2025","passed","Tue Oct 07 17:45:50 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithPastPublishDate"
"Verify GET /Authors/{id} returns 404 Not Found for nonexistent IDs","538","checkGetAuthorWithNonexistentIdShouldReturnBadRequest(String) GET /Authors/0 → should return 404 Not Found","","Tue Oct 07 17:45:29 UTC 2025","passed","Tue Oct 07 17:45:30 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithNonexistentIdShouldReturnBadRequest"
"Verify that creating author with special characters in names is accepted","519","checkCreateAuthorWithSpecialCharacters(SoftAssertions)","","Tue Oct 07 17:45:14 UTC 2025","passed","Tue Oct 07 17:45:14 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSpecialCharacters"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","495","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/$ should return 400 Bad Request","","Tue Oct 07 17:46:10 UTC 2025","passed","Tue Oct 07 17:46:10 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"Verify deleting a non-existent book returns 404 Not Found","923","checkDeleteNonexistentBookShouldReturnNotFound()","","Tue Oct 07 17:46:02 UTC 2025","failed","Tue Oct 07 17:46:03 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteNonexistentBookShouldReturnNotFound"
"Verify each author has a valid first and last name pattern","15","checkAuthorNamesHaveValidPattern()","","Tue Oct 07 17:45:34 UTC 2025","passed","Tue Oct 07 17:45:34 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkAuthorNamesHaveValidPattern"
"Verify that creating a book with empty fields returns sucess","451","checkUserCanCreateBookWithNullFields(SoftAssertions)","","Tue Oct 07 17:45:53 UTC 2025","passed","Tue Oct 07 17:45:54 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithNullFields"
"Verify that invalid book IDs return 400 Bad Request","473","checkDeleteInvalidBookIdShouldReturnBadRequest(String) DELETE /Books/null should return 400 Bad Request","","Tue Oct 07 17:46:00 UTC 2025","passed","Tue Oct 07 17:46:01 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturnBadRequest"
"Verify that creating a book with invalid or empty publishDate returns 400 Bad Request and correct validation error","488","checkCreateBookWithEmptyPublishDateShouldReturnBadRequest()","","Tue Oct 07 17:45:58 UTC 2025","passed","Tue Oct 07 17:45:58 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithEmptyPublishDateShouldReturnBadRequest"
"Verify GET /Books/{id} returns 404 Not Found for nonexistent or invalid numeric IDs","714","checkGetBookWithNonexistentIdShouldReturnNotFound(String) GET /Books/999999999 should return 404 Not Found","","Tue Oct 07 17:46:11 UTC 2025","passed","Tue Oct 07 17:46:12 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithNonexistentIdShouldReturnNotFound"
"Verify creating author with only one populated field behaves as expected","492","checkCreateAuthorWithSingleField(String) Create author with single field: firstName","","Tue Oct 07 17:45:16 UTC 2025","passed","Tue Oct 07 17:45:17 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"PUT /Authors/{id} should return 400 when lastName is blank","1521","checkShouldReturnBadRequestWhenLastNameBlank(String) [2]  ","","Tue Oct 07 17:45:46 UTC 2025","failed","Tue Oct 07 17:45:47 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenLastNameBlank"
"Verify that a user can create a book with all required fields and they are correctly returned","485","checkUserCanCreateBookWithAllFields(SoftAssertions)","","Tue Oct 07 17:45:50 UTC 2025","passed","Tue Oct 07 17:45:50 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithAllFields"
"PUT /Authors/{id} with non-numeric path should return 400","476","checkShouldReturn400WhenPathIsNonNumeric()","","Tue Oct 07 17:45:48 UTC 2025","passed","Tue Oct 07 17:45:49 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturn400WhenPathIsNonNumeric"
"Verify that creating a book with empty fields except 'publishDate' returns 400 Bad Request","469","checkUserCanCreateBookWithEmptyFieldsExceptDate(SoftAssertions)","","Tue Oct 07 17:45:56 UTC 2025","passed","Tue Oct 07 17:45:56 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithEmptyFieldsExceptDate"
"Verify author IDs are in sequential order","6","checkAuthorsAreSortedByIdAscending()","","Tue Oct 07 17:45:36 UTC 2025","passed","Tue Oct 07 17:45:36 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkAuthorsAreSortedByIdAscending"
"Verify GET /Books/{id} returns 404 Not Found for nonexistent or invalid numeric IDs","712","checkGetBookWithNonexistentIdShouldReturnNotFound(String) GET /Books/-5 should return 404 Not Found","","Tue Oct 07 17:46:12 UTC 2025","passed","Tue Oct 07 17:46:12 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithNonexistentIdShouldReturnNotFound"
"Verify deleting a non-existent author returns 404 Not Found","507","checkDeleteNonexistentAuthorShouldReturnNotFound()","","Tue Oct 07 17:45:20 UTC 2025","failed","Tue Oct 07 17:45:20 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteNonexistentAuthorShouldReturnNotFound"
"Verify all Author IDs are unique","3","checkAuthorIdsAreUnique()","","Tue Oct 07 17:45:31 UTC 2025","passed","Tue Oct 07 17:45:31 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkAuthorIdsAreUnique"
"Verify GET /Books/{id} returns the correct book when using a valid random ID","733","checkGetBookByRandomIdShouldReturnValidBookById(SoftAssertions)","","Tue Oct 07 17:46:14 UTC 2025","passed","Tue Oct 07 17:46:15 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookByRandomIdShouldReturnValidBookById"
"Verify that deleting an existing book returns 204 No Content and subsequent GET returns 404 Not Found","1798","checkDeleteExistingBookShouldReturnOkAndBookShouldBeGone()","","Tue Oct 07 17:46:01 UTC 2025","passed","Tue Oct 07 17:46:02 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteExistingBookShouldReturnOkAndBookShouldBeGone"
"Verify GET /Authors/{id} returns 404 Not Found for nonexistent IDs","517","checkGetAuthorWithNonexistentIdShouldReturnBadRequest(String) GET /Authors/999999 → should return 404 Not Found","","Tue Oct 07 17:45:31 UTC 2025","passed","Tue Oct 07 17:45:31 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithNonexistentIdShouldReturnBadRequest"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","489","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/! should return 400 Bad Request","","Tue Oct 07 17:46:09 UTC 2025","passed","Tue Oct 07 17:46:10 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"Verify that all book IDs are unique across the list","2","checkReturnedBookIdsAreUnique()","","Tue Oct 07 17:46:08 UTC 2025","passed","Tue Oct 07 17:46:08 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkReturnedBookIdsAreUnique"
"Verify creating a Book with only one populated field behaves as expected","462","checkCreateBookWithSingleField(String) Create Book with only field: description","","Tue Oct 07 17:45:51 UTC 2025","passed","Tue Oct 07 17:45:52 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify that invalid author IDs return 400 Bad Request","486","checkDeleteInvalidAuthorIdShouldReturnBadRequest(String) DELETE /Authors/$ should return 400 Bad Request","","Tue Oct 07 17:45:24 UTC 2025","passed","Tue Oct 07 17:45:25 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturnBadRequest"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","483","checkGetAuthorWithInvalidIdShouldReturnBadRequest(String) GET /Authors/! → should return 400 Bad Request","","Tue Oct 07 17:45:32 UTC 2025","passed","Tue Oct 07 17:45:32 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturnBadRequest"
"Verify double deletion returns 404 for the second call","1434","checkDeleteBookTwiceShouldReturnNotFoundSecondTime()","","Tue Oct 07 17:46:04 UTC 2025","failed","Tue Oct 07 17:46:05 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteBookTwiceShouldReturnNotFoundSecondTime"
"Verify PUT /Authors/{id} updates an existing author successfully","1229","shouldUpdateExistingAuthor(SoftAssertions)","","Tue Oct 07 17:45:37 UTC 2025","passed","Tue Oct 07 17:45:39 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","shouldUpdateExistingAuthor"
"Verify GET /Authors/authors/books/{idBook} returns authors related to that book","738","checkGetAuthorsByBookIdShouldReturnRelatedAuthors(SoftAssertions)","","Tue Oct 07 17:45:34 UTC 2025","passed","Tue Oct 07 17:45:34 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByBookIdShouldReturnRelatedAuthors"
"PUT /Authors/{id} should return 400 when lastName is blank","1254","checkShouldReturnBadRequestWhenLastNameBlank(String) [1] ","","Tue Oct 07 17:45:44 UTC 2025","failed","Tue Oct 07 17:45:46 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenLastNameBlank"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","523","checkGetAuthorWithInvalidIdShouldReturnBadRequest(String) GET /Authors/ю → should return 400 Bad Request","","Tue Oct 07 17:45:33 UTC 2025","passed","Tue Oct 07 17:45:33 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturnBadRequest"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","506","checkGetAuthorWithInvalidIdShouldReturnBadRequest(String) GET /Authors/abc → should return 400 Bad Request","","Tue Oct 07 17:45:31 UTC 2025","passed","Tue Oct 07 17:45:32 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturnBadRequest"
"PUT /Authors/{id} should return 400 when firstName is blank","1256","checkShouldReturnBadRequestWhenFirstNameBlank(String) [1] ","","Tue Oct 07 17:45:40 UTC 2025","failed","Tue Oct 07 17:45:41 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenFirstNameBlank"
"PUT /Authors/{id} should return 400 when firstName is blank","1234","checkShouldReturnBadRequestWhenFirstNameBlank(String) [3] 	","","Tue Oct 07 17:45:43 UTC 2025","failed","Tue Oct 07 17:45:44 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenFirstNameBlank"
"Verify that invalid book IDs return 400 Bad Request","486","checkDeleteInvalidBookIdShouldReturnBadRequest(String) DELETE /Books/abc should return 400 Bad Request","","Tue Oct 07 17:45:58 UTC 2025","passed","Tue Oct 07 17:45:59 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturnBadRequest"
"Verify GET /Authors/authors/books/{idBook} returns 404 for invalid or missing books","539","checkGetAuthorsByNonexistentBookIdShouldReturnBadRequest(String) GET /Authors/authors/books/0 → should return 404 for nonexistent book ID","","Tue Oct 07 17:45:28 UTC 2025","failed","Tue Oct 07 17:45:28 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByNonexistentBookIdShouldReturnBadRequest"
"Verify DELETE /Books without specifying ID returns 405 Method Not Allowed","472","checkDeleteWithoutIdShouldReturn405()","","Tue Oct 07 17:46:03 UTC 2025","passed","Tue Oct 07 17:46:04 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteWithoutIdShouldReturn405"
"Verify creating a Book with only one populated field behaves as expected","463","checkCreateBookWithSingleField(String) Create Book with only field: id","","Tue Oct 07 17:45:51 UTC 2025","passed","Tue Oct 07 17:45:51 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
