"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify creating a Book with only one populated field behaves as expected","335","checkCreateBookWithSingleField(String) Create Book with only field: publishDate","","Tue Oct 07 12:00:54 UTC 2025","passed","Tue Oct 07 12:00:55 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify updating a book without a request body returns 400 Bad Request","372","checkUpdateBookWithoutBodyShouldReturn400()","","Tue Oct 07 12:01:13 UTC 2025","passed","Tue Oct 07 12:01:14 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookWithoutBodyShouldReturn400"
"GET /Books/{id} should return the correct book for an existing ID","711","checkGetBookByIdShouldReturnValidBook()","","Tue Oct 07 12:01:04 UTC 2025","failed","Tue Oct 07 12:01:04 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookByIdShouldReturnValidBook"
"Verify that each next book has an earlier publish date than the previous one (newest to oldest order)","27","checkBooksPublishDateIsChronologicallyDecreasing()","","Tue Oct 07 12:01:06 UTC 2025","passed","Tue Oct 07 12:01:06 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkBooksPublishDateIsChronologicallyDecreasing"
"Verify GET /Authors/authors/books/{idBook} returns 404 for invalid or missing books","382","checkGetAuthorsByNonexistentBookIdShouldReturn404(String) GET /Authors/authors/books/0 → should return 404 for nonexistent book ID","","Tue Oct 07 12:00:37 UTC 2025","failed","Tue Oct 07 12:00:37 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByNonexistentBookIdShouldReturn404"
"Verify DELETE /Authors without specifying ID returns 405 Method Not Allowed","349","checkDeleteWithoutIdShouldReturn405()","","Tue Oct 07 12:00:36 UTC 2025","broken","Tue Oct 07 12:00:36 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteWithoutIdShouldReturn405"
"Verify GET /Books returns non-empty list and valid fields","870","checkGetAllBooksShouldReturnValidBooksList()","","Tue Oct 07 12:01:07 UTC 2025","passed","Tue Oct 07 12:01:08 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetAllBooksShouldReturnValidBooksList"
"Verify that creating a book with empty fields except 'publishDate' returns 400 Bad Request","354","checkUserCanCreateBookWithEmptyFieldsExceptDate()","","Tue Oct 07 12:00:56 UTC 2025","passed","Tue Oct 07 12:00:57 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithEmptyFieldsExceptDate"
"Verify that invalid author IDs return 400 Bad Request","365","checkDeleteInvalidAuthorIdShouldReturn400(String) DELETE /Authors/null should return 400 Bad Request","","Tue Oct 07 12:00:35 UTC 2025","passed","Tue Oct 07 12:00:36 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturn400"
"Verify GET /Authors/authors/books/{idBook} returns authors related to that book","401","checkGetAuthorsByBookIdShouldReturnRelatedAuthors()","","Tue Oct 07 12:00:38 UTC 2025","passed","Tue Oct 07 12:00:38 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByBookIdShouldReturnRelatedAuthors"
"Verify that invalid author IDs return 400 Bad Request","360","checkDeleteInvalidAuthorIdShouldReturn400(String) DELETE /Authors/$ should return 400 Bad Request","","Tue Oct 07 12:00:35 UTC 2025","passed","Tue Oct 07 12:00:35 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturn400"
"Verify that creating a book with a past publish date is allowed and the date is stored correctly","549","checkCreateBookWithPastPublishDate()","","Tue Oct 07 12:00:51 UTC 2025","passed","Tue Oct 07 12:00:52 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithPastPublishDate"
"Verify author IDs are in sequential order","6","checkAuthorsAreSortedByIdAscending()","","Tue Oct 07 12:00:41 UTC 2025","passed","Tue Oct 07 12:00:41 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkAuthorsAreSortedByIdAscending"
"Verify creating author with only one populated field behaves as expected","364","checkCreateAuthorWithSingleField(String) Create author with single field: lastName","","Tue Oct 07 12:00:29 UTC 2025","passed","Tue Oct 07 12:00:29 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"Verify that invalid author IDs return 400 Bad Request","348","checkDeleteInvalidAuthorIdShouldReturn400(String) DELETE /Authors/abc should return 400 Bad Request","","Tue Oct 07 12:00:34 UTC 2025","passed","Tue Oct 07 12:00:34 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturn400"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","357","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/$ → should return 400 Bad Request","","Tue Oct 07 12:00:40 UTC 2025","passed","Tue Oct 07 12:00:40 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify creating a Book with only one populated field behaves as expected","355","checkCreateBookWithSingleField(String) Create Book with only field: description","","Tue Oct 07 12:00:53 UTC 2025","passed","Tue Oct 07 12:00:53 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify creating a Book with only one populated field behaves as expected","354","checkCreateBookWithSingleField(String) Create Book with only field: excerpt","","Tue Oct 07 12:00:54 UTC 2025","passed","Tue Oct 07 12:00:54 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","366","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/ю should return 400 Bad Request","","Tue Oct 07 12:01:05 UTC 2025","passed","Tue Oct 07 12:01:06 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"Verify GET /Authors/{id} returns 404 Not Found for nonexistent IDs","345","checkGetAuthorWithNonexistentIdShouldReturn404(String) GET /Authors/999999 → should return 404 Not Found","","Tue Oct 07 12:00:42 UTC 2025","passed","Tue Oct 07 12:00:43 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithNonexistentIdShouldReturn404"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","353","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/abc → should return 400 Bad Request","","Tue Oct 07 12:00:39 UTC 2025","passed","Tue Oct 07 12:00:39 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify that invalid author IDs return 400 Bad Request","377","checkDeleteInvalidAuthorIdShouldReturn400(String) DELETE /Authors/! should return 400 Bad Request","","Tue Oct 07 12:00:34 UTC 2025","passed","Tue Oct 07 12:00:35 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturn400"
"Verify PUT /Authors/{id} updates an existing author successfully","896","shouldUpdateExistingAuthor()","","Tue Oct 07 12:00:44 UTC 2025","passed","Tue Oct 07 12:00:44 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","shouldUpdateExistingAuthor"
"Verify GET /Authors/{id} returns correct author by valid ID","406","checkGetAuthorByIdShouldReturnCorrectAuthor()","","Tue Oct 07 12:00:41 UTC 2025","passed","Tue Oct 07 12:00:41 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorByIdShouldReturnCorrectAuthor"
"Verify that creating an author with empty fields returns 400 Bad Request","347","checkCreateAuthorWithEmptyFieldsShouldReturnBadRequest()","","Tue Oct 07 12:00:28 UTC 2025","failed","Tue Oct 07 12:00:29 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithEmptyFieldsShouldReturnBadRequest"
"Verify that creating a book with identical data twice is allowed and both return the same book data","725","checkUserCanCreateBookWithSameDataTwice()","","Tue Oct 07 12:00:56 UTC 2025","passed","Tue Oct 07 12:00:56 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithSameDataTwice"
"Verify double deletion returns 404 for the second call","1025","checkDeleteBookTwiceShouldReturnNotFoundSecondTime()","","Tue Oct 07 12:01:02 UTC 2025","failed","Tue Oct 07 12:01:03 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteBookTwiceShouldReturnNotFoundSecondTime"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","704","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/null → should return 400 Bad Request","","Tue Oct 07 12:00:40 UTC 2025","passed","Tue Oct 07 12:00:41 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify that invalid author IDs return 400 Bad Request","378","checkDeleteInvalidAuthorIdShouldReturn400(String) DELETE /Authors/ю should return 400 Bad Request","","Tue Oct 07 12:00:35 UTC 2025","passed","Tue Oct 07 12:00:35 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturn400"
"Verify that creating duplicate authors is allowed and returns same data (fake API behavior)","752","checkCreateDuplicateAuthorIsAllowed()","","Tue Oct 07 12:00:30 UTC 2025","passed","Tue Oct 07 12:00:30 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateDuplicateAuthorIsAllowed"
"Verify that creating a book with invalid or empty publishDate returns 400 Bad Request and correct validation error","387","checkCreateBookWithEmptyPublishDateShouldReturnBadRequest()","","Tue Oct 07 12:00:58 UTC 2025","passed","Tue Oct 07 12:00:58 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithEmptyPublishDateShouldReturnBadRequest"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","394","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/! should return 400 Bad Request","","Tue Oct 07 12:01:06 UTC 2025","passed","Tue Oct 07 12:01:06 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"Verify that POST /Authors without body returns 400 Bad Request","986","checkCreateAuthorWithoutBodyShouldReturn400()","","Tue Oct 07 12:00:30 UTC 2025","passed","Tue Oct 07 12:00:31 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithoutBodyShouldReturn400"
"Verify GET /Books/{id} returns the correct book when using a valid random ID","425","checkGetBookByRandomIdShouldReturnValidBookById()","","Tue Oct 07 12:01:08 UTC 2025","passed","Tue Oct 07 12:01:09 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookByRandomIdShouldReturnValidBookById"
"PUT /Authors/{id} should return 400 when lastName is blank","838","checkShouldReturnBadRequestWhenLastNameBlank(String) [1] ","","Tue Oct 07 12:00:48 UTC 2025","failed","Tue Oct 07 12:00:49 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenLastNameBlank"
"Verify GET /Books/{id} returns 404 Not Found for nonexistent or invalid numeric IDs","359","checkGetBookWithNonexistentIdShouldReturnNotFound(String) GET /Books/0 should return 404 Not Found","","Tue Oct 07 12:01:06 UTC 2025","passed","Tue Oct 07 12:01:07 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithNonexistentIdShouldReturnNotFound"
"Verify creating a Book with only one populated field behaves as expected","335","checkCreateBookWithSingleField(String) Create Book with only field: id","","Tue Oct 07 12:00:52 UTC 2025","passed","Tue Oct 07 12:00:53 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify creating author with only one populated field behaves as expected","376","checkCreateAuthorWithSingleField(String) Create author with single field: firstName","","Tue Oct 07 12:00:29 UTC 2025","passed","Tue Oct 07 12:00:29 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"Verify that books are returned in sequential order by ID","6","checkBooksReturnedInSequentialOrder()","","Tue Oct 07 12:01:07 UTC 2025","passed","Tue Oct 07 12:01:07 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkBooksReturnedInSequentialOrder"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","342","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/ю → should return 400 Bad Request","","Tue Oct 07 12:00:40 UTC 2025","passed","Tue Oct 07 12:00:40 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Create a book with special characters in all string fields","337","checkCreateBookWithSpecialSymbols()","","Tue Oct 07 12:00:55 UTC 2025","passed","Tue Oct 07 12:00:56 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSpecialSymbols"
"Verify GET /Books/{id} returns 404 Not Found for nonexistent or invalid numeric IDs","363","checkGetBookWithNonexistentIdShouldReturnNotFound(String) GET /Books/-5 should return 404 Not Found","","Tue Oct 07 12:01:07 UTC 2025","passed","Tue Oct 07 12:01:07 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithNonexistentIdShouldReturnNotFound"
"Verify GET /Authors returns non-empty list and all fields are valid","547","checkGetAllAuthorsShouldReturnValidList()","","Tue Oct 07 12:00:38 UTC 2025","passed","Tue Oct 07 12:00:39 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAllAuthorsShouldReturnValidList"
"Verify creating a Book with only one populated field behaves as expected","360","checkCreateBookWithSingleField(String) Create Book with only field: pageCount","","Tue Oct 07 12:00:53 UTC 2025","passed","Tue Oct 07 12:00:54 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify updating an existing book successfully changes its fields and returns 200 OK","662","checkUpdateExistingBookShouldReturn200()","","Tue Oct 07 12:01:13 UTC 2025","passed","Tue Oct 07 12:01:13 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateExistingBookShouldReturn200"
"Verify each author has a valid first and last name pattern","14","checkAuthorNamesHaveValidPattern()","","Tue Oct 07 12:00:38 UTC 2025","passed","Tue Oct 07 12:00:38 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkAuthorNamesHaveValidPattern"
"PUT /Authors/{id} should return 400 when firstName is blank","864","checkShouldReturnBadRequestWhenFirstNameBlank(String) [2]  ","","Tue Oct 07 12:00:46 UTC 2025","failed","Tue Oct 07 12:00:47 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenFirstNameBlank"
"Verify that creating author with special characters in names is accepted","380","checkCreateAuthorWithSpecialCharacters()","","Tue Oct 07 12:00:27 UTC 2025","passed","Tue Oct 07 12:00:27 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSpecialCharacters"
"PUT /Authors/{id} should return 404 when author does not exist","364","shouldReturn404WhenUpdatingNonExistingAuthor()","","Tue Oct 07 12:00:48 UTC 2025","failed","Tue Oct 07 12:00:48 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","shouldReturn404WhenUpdatingNonExistingAuthor"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","376","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/null should return 400 Bad Request","","Tue Oct 07 12:01:04 UTC 2025","passed","Tue Oct 07 12:01:05 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
