"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create a book with numeric-only title and description","289","checkCreateBookWithNumericStrings()","","Tue Oct 07 11:53:30 UTC 2025","passed","Tue Oct 07 11:53:30 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithNumericStrings"
"Verify DELETE /Books without specifying ID returns 405 Method Not Allowed","277","checkDeleteWithoutIdShouldReturn405()","","Tue Oct 07 11:53:34 UTC 2025","broken","Tue Oct 07 11:53:34 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteWithoutIdShouldReturn405"
"Verify that books are returned in sequential order by ID","5","checkBooksReturnedInSequentialOrder()","","Tue Oct 07 11:53:39 UTC 2025","passed","Tue Oct 07 11:53:39 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkBooksReturnedInSequentialOrder"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","304","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/null → should return 400 Bad Request","","Tue Oct 07 11:53:14 UTC 2025","passed","Tue Oct 07 11:53:14 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify GET /Books/{id} returns the correct book when using a valid random ID","286","checkGetBookByRandomIdShouldReturnValidBookById()","","Tue Oct 07 11:53:40 UTC 2025","passed","Tue Oct 07 11:53:40 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookByRandomIdShouldReturnValidBookById"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","302","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/abc → should return 400 Bad Request","","Tue Oct 07 11:53:13 UTC 2025","passed","Tue Oct 07 11:53:13 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify GET /Authors/{id} returns correct author by valid ID","295","checkGetAuthorByIdShouldReturnCorrectAuthor()","","Tue Oct 07 11:53:14 UTC 2025","passed","Tue Oct 07 11:53:15 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorByIdShouldReturnCorrectAuthor"
"PUT /Authors/{id} should return 400 when lastName is blank","1802","checkShouldReturnBadRequestWhenLastNameBlank(String) [2]  ","","Tue Oct 07 11:53:22 UTC 2025","failed","Tue Oct 07 11:53:24 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenLastNameBlank"
"Verify that invalid book IDs return 400 Bad Request","307","checkDeleteInvalidBookIdShouldReturn400(String) DELETE /Books/$ should return 400 Bad Request","","Tue Oct 07 11:53:33 UTC 2025","passed","Tue Oct 07 11:53:33 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturn400"
"Verify creating a Book with only one populated field behaves as expected","286","checkCreateBookWithSingleField(String) Create Book with only field: id","","Tue Oct 07 11:53:26 UTC 2025","passed","Tue Oct 07 11:53:27 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify GET /Authors/authors/books/{idBook} returns authors related to that book","319","checkGetAuthorsByBookIdShouldReturnRelatedAuthors()","","Tue Oct 07 11:53:12 UTC 2025","passed","Tue Oct 07 11:53:12 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByBookIdShouldReturnRelatedAuthors"
"Verify that invalid author IDs return 400 Bad Request","306","checkDeleteInvalidAuthorIdShouldReturn400(String) DELETE /Authors/ю should return 400 Bad Request","","Tue Oct 07 11:53:10 UTC 2025","passed","Tue Oct 07 11:53:10 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturn400"
"Verify updating a book without a request body returns 400 Bad Request","305","checkUpdateBookWithoutBodyShouldReturn400()","","Tue Oct 07 11:53:44 UTC 2025","passed","Tue Oct 07 11:53:44 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookWithoutBodyShouldReturn400"
"Verify creating author with only one populated field behaves as expected","309","checkCreateAuthorWithSingleField(String) Create author with single field: firstName","","Tue Oct 07 11:53:04 UTC 2025","passed","Tue Oct 07 11:53:04 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"Verify deleting a non-existent author returns 404 Not Found","315","checkDeleteNonexistentAuthorShouldReturnNotFound()","","Tue Oct 07 11:53:07 UTC 2025","failed","Tue Oct 07 11:53:07 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteNonexistentAuthorShouldReturnNotFound"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","323","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/null should return 400 Bad Request","","Tue Oct 07 11:53:36 UTC 2025","passed","Tue Oct 07 11:53:37 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"Verify GET /Books/{id} returns 404 Not Found for nonexistent or invalid numeric IDs","361","checkGetBookWithNonexistentIdShouldReturnNotFound(String) GET /Books/0 should return 404 Not Found","","Tue Oct 07 11:53:38 UTC 2025","passed","Tue Oct 07 11:53:38 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithNonexistentIdShouldReturnNotFound"
"PUT /Authors/{id} should return 400 when firstName is blank","713","checkShouldReturnBadRequestWhenFirstNameBlank(String) [1] ","","Tue Oct 07 11:53:18 UTC 2025","failed","Tue Oct 07 11:53:18 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenFirstNameBlank"
"Verify author IDs are in sequential order","7","checkAuthorsAreSortedByIdAscending()","","Tue Oct 07 11:53:15 UTC 2025","passed","Tue Oct 07 11:53:15 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkAuthorsAreSortedByIdAscending"
"Verify that creating a book with a past publish date is allowed and the date is stored correctly","478","checkCreateBookWithPastPublishDate()","","Tue Oct 07 11:53:25 UTC 2025","passed","Tue Oct 07 11:53:26 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithPastPublishDate"
"Verify updating each single field one by one (title, description, pageCount, excerpt, publishDate)","1697","checkUpdateBookSingleFieldsIndividually()","","Tue Oct 07 11:53:41 UTC 2025","passed","Tue Oct 07 11:53:43 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookSingleFieldsIndividually"
"Verify GET /Authors/authors/books/{idBook} returns 404 for invalid or missing books","309","checkGetAuthorsByNonexistentBookIdShouldReturn404(String) GET /Authors/authors/books/0 → should return 404 for nonexistent book ID","","Tue Oct 07 11:53:11 UTC 2025","failed","Tue Oct 07 11:53:11 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByNonexistentBookIdShouldReturn404"
"Verify that creating a book with invalid or empty publishDate returns 400 Bad Request and correct validation error","439","checkCreateBookWithEmptyPublishDateShouldReturnBadRequest()","","Tue Oct 07 11:53:31 UTC 2025","passed","Tue Oct 07 11:53:31 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithEmptyPublishDateShouldReturnBadRequest"
"Verify that creating duplicate authors is allowed and returns same data (fake API behavior)","638","checkCreateDuplicateAuthorIsAllowed()","","Tue Oct 07 11:53:05 UTC 2025","passed","Tue Oct 07 11:53:06 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateDuplicateAuthorIsAllowed"
"Verify creating author with only one populated field behaves as expected","291","checkCreateAuthorWithSingleField(String) Create author with single field: lastName","","Tue Oct 07 11:53:04 UTC 2025","passed","Tue Oct 07 11:53:05 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"Verify that invalid book IDs return 400 Bad Request","292","checkDeleteInvalidBookIdShouldReturn400(String) DELETE /Books/null should return 400 Bad Request","","Tue Oct 07 11:53:33 UTC 2025","passed","Tue Oct 07 11:53:34 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturn400"
"Verify that user can create an author with minimal valid data","315","checkUserCanCreateAuthorWithMinimalData()","","Tue Oct 07 11:53:03 UTC 2025","passed","Tue Oct 07 11:53:04 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkUserCanCreateAuthorWithMinimalData"
"PUT /Authors/{id} should return 400 when firstName is blank","740","checkShouldReturnBadRequestWhenFirstNameBlank(String) [2]  ","","Tue Oct 07 11:53:18 UTC 2025","failed","Tue Oct 07 11:53:19 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenFirstNameBlank"
"Verify GET /Books/{id} returns 404 Not Found for nonexistent or invalid numeric IDs","343","checkGetBookWithNonexistentIdShouldReturnNotFound(String) GET /Books/999999999 should return 404 Not Found","","Tue Oct 07 11:53:38 UTC 2025","passed","Tue Oct 07 11:53:39 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithNonexistentIdShouldReturnNotFound"
"Verify PUT /Authors/{id} updates an existing author successfully","720","shouldUpdateExistingAuthor()","","Tue Oct 07 11:53:16 UTC 2025","passed","Tue Oct 07 11:53:17 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","shouldUpdateExistingAuthor"
"Verify that all book IDs are unique across the list","1","checkReturnedBookIdsAreUnique()","","Tue Oct 07 11:53:36 UTC 2025","passed","Tue Oct 07 11:53:36 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkReturnedBookIdsAreUnique"
